data_id,period,event_type_code,event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities
CON1365887,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),NATO: North Atlantic Treaty Organization,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Shabay,34.1056,70.3875,1,BBC Monitoring; Afghan Islamic Press; Anadolu Agency; Associated Press; Khaama Press; Pajhwok Afghan News; TOLONews,Subnational-regional,"60-65 IS militants were killed (7 coded in previous events); 53 remaining militants + 1 civilian death coded across 3 events, and 18 others wounded in air and ground operations by joint Afghan and NATO forces in the Gurguray, Shinkai, and Angur areas of Dih Bala District, Nangarhar Province, on January 1, 2018. It was also reported that between one and dozens of civilians were killed and 10-15 others wounded in the fighting between Afghan forces and IS fighters in Nangarhar; residents reported bombing in the Lwara Mina and Shabay [Tangi] areas.",18
CON1979582,2018 January,6,Remote violence,Afghan and/or NATO Forces,0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Jowzjan,Darzab,0,Darzab,35.9774,65.3783,2,BBC Monitoring; Afghan Islamic Press; Anadolu Agency; Associated Press; Khaama Press; Pajhwok Afghan News; TOLONews,Subnational-regional,"Airstrikes in the Alkhani and Sar Darah areas of Darzab District, Jowzjan Province, by joint Afghan and/or NATO forces killed 26-60 IS militants (coded across 2 events), including 5 local leaders and at least 2-7 foreign fighters from France and Uzbekistan, and wounded 20 others on January 1, 2018. In addition, reports that 2-10 civilians were killed and 2 others injured; police officials denied civilian casualties.",14
CON1979583,2018 January,6,Remote violence,Afghan and/or NATO Forces,0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Jowzjan,Darzab,0,Sar Darah,35.9587,65.4493,1,BBC Monitoring; Afghan Islamic Press; Anadolu Agency; Associated Press; Khaama Press; Pajhwok Afghan News; TOLONews,Subnational-regional,"Airstrikes in the Alkhani and Sar Darah areas of Darzab District, Jowzjan Province, by joint Afghan and/or NATO forces killed 26-60 IS militants (coded across 2 events), including 5 local leaders and at least 2-7 foreign fighters from France and Uzbekistan, and wounded 20 others on January 1, 2018. In addition, reports that 2-10 civilians were killed and 2 others injured; police officials denied civilian casualties.",14
CON1979584,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Tolo TV News; Noor TV; TOLONews; Khaama Press,Subnational-national,"Airstrikes by the Afghan Air Force killed 8-13 Taliban militants, including the shadow deputy governor for Urozgan Province, and injured 5 others in Tarinkot City on January 1, 2018. Weapons, ammunitions, and vehicles were also destroyed in the attack.",8
CON1365901,2018 January,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nangarhar,Jalalabad,0,Jalalabad,34.4265,70.4515,1,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine targeted a police truck in the Angur Bagh area of Jalalabad city on January 1, 2018. The vehicle was destroyed, 3 policemen were killed, and 2 others were injured.",3
CON1365658,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nangarhar,Khogyani,0,Kaga,34.2409,70.1827,2,BBC Monitoring; Voice of Jihad,Other-national,"The Taliban reported that mine explosions near the main bazaar of Khogyani District, Nangarhar Province, killed 4 government soldiers on January 2, 2018.",4
CON1979575,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,0,Islamic State (Afghanistan),0,2,28,Southern Asia,Afghanistan,Nangarhar,Achin,0,Sra Kala,34.1258,70.7133,2,BBC Monitoring; Sharq TV,Subnational-national,"Reports that several IS militants had been killed (coded as 3) in NATO airstrikes in Achin District, Nangarhar Province, on the night of January 2, 2018.",3
CON1365675,2018 January,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nangarhar,Surkh Rod,0,Chahar Bagh,34.4282,70.3802,1,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine exploded on police forces in the Chahar Bagh area of Surkh Rod District, Nangarhar Province, on the afternoon of January 2, 2018. 4 policemen were killed or injured (half coded as fatalities).",2
CON1365657,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Urozgan,Chora,0,Chora,33.0517,66.7421,2,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine exploded on a military vehicle in Chora District, Urozgan Province, reported on January 2, 2018. 2 soldiers were killed and 2 others injured.",2
CON1365676,2018 January,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Kabul,Kabul,0,Kabul,34.5167,69.1833,1,Bakhtar News Agency,National,"3 policemen were slightly injured in a magnetic mine blast in the Bagh-e-Daud area of Kabul city on January 2, 2018. The Taliban claimed the blast, saying 5 soldiers were killed or injured.",0
CON1365443,2018 January,6,Remote violence,Taliban,0,NATO: North Atlantic Treaty Organization,Military Forces of United States,8,28,Southern Asia,Afghanistan,Parwan,Bagram,0,Bagram,34.9669,69.265,2,BBC Monitoring; Voice of Jihad,Other-national,"Taliban militants reportedly attacked Bagram airbase, where US NATO forces are based, with rockets on the night of January 3, 2018. They claimed ""heavy casualties,"" but it is unclear if anyone was killed (so fatalities coded as 0).",0
CON1365445,2018 January,6,Remote violence,Taliban,0,Civilians (Afghanistan),0,7,27,Southern Asia,Afghanistan,Helmand,Washir,0,Sangilan,32.0928,63.6971,1,BBC Monitoring; Bost Radio; Pajhwok Afghan News; Xinhua General News Service,Subnational-international,"A civilian vehicle hit a roadside bomb on the afternoon of January 3, 2018, in the Sangilan area of Washir District, Helmand Province. At least 2 people were killed and 4 wounded. No group has claimed responsibility, but local officials accused the Taliban.",2
CON1365439,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Girishk,31.8209,64.57,2,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted landmine exploded on a military vehicle in Nahri Saraj District, Helmand Province, on the evening of January 3, 2018. The vehicle was destroyed, 3 soldiers were killed, and another wounded.",3
CON1365448,2018 January,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Khost,Mandozai,0,Dadwal,33.3107,69.8002,2,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine exploded on police forces in the Mandozai District of Khost Province on the morning of January 3, 2018. 2 policemen were killed and 2 others injured.",2
CON1365451,2018 January,6,Remote violence,Taliban,0,Police Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Khost,Qalandar,0,Dwah Manday,33.2816,69.5853,1,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine exploded on police forces in the Dwah Manday area of Qalandar District, Khost Province, on the afternoon of January 3, 2018. 2 policemen were killed and 2 others injured.",2
CON1979572,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Pashtun Kot,0,Pashtun Kot,35.9202,64.7809,2,Khaama Press,Subnational,"Afghan military forces conducted airstrikes on Taliban hideouts in Pashtun Kot District, Faryab Province, reported on January 4, 2018. 5 militants were killed and 3 wounded.",5
CON1365254,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),Police Forces of Afghanistan (2004-),1,12,Southern Asia,Afghanistan,Helmand,Sangin,0,Sangin,32.0728,64.8359,2,BBC Monitoring; Voice of Jihad,Other-national,"A ""tactical"" mine explosion by Taliban militants killed or wounded 9 soldiers and police officers (half coded as fatalities) in Sangin District, Helmand Province, as reported on January 4, 2018.",4
CON1365255,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Voice of Jihad,Other-national,"Taliban militants attacked an airport in Tarinkot city with rockets, reported on January 4, 2018. 4 Afghan military soldiers were killed and 8 others wounded.",4
CON1365049,2018 January,6,Remote violence,Unidentified Armed Group (Afghanistan),0,Military Forces of Afghanistan (2004-),0,1,13,Southern Asia,Afghanistan,Kandahar,Arghandab,0,Arghandab,31.6547,65.6494,2,BBC Monitoring; Afghan Islamic Press,National,"An unclaimed blast wounded 4 Afghan army soldiers in Arghandab District, Kandahar Province, on the evening of January 5, 2018.",0
CON1979568,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Laghman,Alingar,0,Kundahgal,34.8926,70.5541,1,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Airstrikes by Afghan military forces killed 14-20 IS militants (coded across 3 events), including 2-3 commanders, in the Kundahgal, Mesur, and Nurah Lam areas of Alingar District, Laghman Province on January 5, 2018.",5
CON1979569,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Laghman,Alingar,0,Nurah Lam,34.8633,70.4536,1,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Airstrikes by Afghan military forces killed 14-20 IS militants (coded across 3 events), including 2-3 commanders, in the Kundahgal, Mesur, and Nurah Lam areas of Alingar District, Laghman Province on January 5, 2018.",5
CON1973456,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nimruz,Delaram,0,Delaram,32.1643,63.4268,2,BBC Monitoring; Voice of Jihad,Other-national,"Taliban fighters claimed to have shot down a military helicopter in Delaram District, Nimruz Province, on January 5, 2018. All soldiers on board were reportedly killed (unknown fatalities coded as 10).",10
CON1979570,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Laghman,Alingar,0,Shahi,34.9168,70.0952,2,BBC Monitoring; Afghan Islamic Press; Bakhtar News Agency,National,"Airstrikes by Afghan military forces killed 14-20 IS militants (coded across 3 events), including 2-3 commanders, in the Kundahgal, Mesur, and Nurah Lam areas of Alingar District, Laghman Province on January 5, 2018.",4
CON1876581,2018 January,6,Remote violence,Taliban,0,Civilians (Afghanistan),0,7,27,Southern Asia,Afghanistan,Kunar,Nari,0,Batash,35.1953,71.6002,2,Khaama Press; Pajhwok Afghan News,Subnational-national,"A premature bomb explosion occurred in the Batash village of Nari District, Kunar Province, on the night of January 5, 2018, while Taliban militants were making IEDS. 4-5 militants, including a local leader, were killed; a child was injured.",4
CON1979561,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Farah,Khak-e Safid,0,Khak-e Safid,32.6542,62.1043,2,BBC Monitoring; Afghan Islamic Press; Noor TV; Xinhua General News Service,Subnational-international,"Afghan forces conducted airstrikes in Farah Province's Khak-e Safid District, killing 20 Taliban militants, including 3 commanders, and wounding 8 others, as reported on January 6, 2018.",20
CON1979562,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Nad Ali,0,Nad-e Ali,31.6323,64.2645,2,BBC Monitoring; Helmand Local Radio; Khaama Press,Subnational-national,"An airstrike by Afghan forces killed a key Taliban leader in charge of financial deals and logistics in Nad Ali District, Helmand Province, as reported on January 6, 2018.",1
CON1979563,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),NATO: North Atlantic Treaty Organization; Police Forces of Afghanistan (2004-) National Directorate of Security,Taliban,0,2,12,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Afghan Islamic Press; Khaama Press,Subnational-national,"Airstrikes by joint Afghan and NATO forces resulted in the death of 10-14 Taliban militants and the injuring of 7 others in Tarinkot, the capital of Urozgan Province, as reported on January 6, 2018.",10
CON1979564,2018 January,6,Remote violence,Afghan and/or NATO Forces,0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Nahri Saraj,0,Girishk,31.8209,64.57,2,BBC Monitoring; Afghan Islamic Press; Khaama Press,Subnational-national,"An airstrike by either Afghan and/or NATO forces killed 8 Taliban militants (including 4 commanders), wounded 6 others, and destroyed vehicles and weapons in Nahri Saraj District, Helmand Province, as reported on January 6, 2018.",8
CON1364826,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Nuristan,Kamdesh,0,Kamdesh,35.4167,71.3333,1,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine exploded on military forces in the Kamdesh area of Kamdesh District, Nuristan Province, on January 6, 2018. 2 soldiers were killed and 3 were injured.",2
CON1979555,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,Military Forces of United States,Islamic State (Afghanistan),0,2,28,Southern Asia,Afghanistan,Nangarhar,Dih Bala,0,Dih Bala,34.0923,70.469,2,Khaama Press,Subnational,"US NATO drone strikes killed 1 IS militant and wounded another in Dih Bala District, Nangarhar Province, reported on January 7, 2018.",1
CON1979556,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Dawlat Abad,0,Dawlat Abad,36.4326,64.9207,2,Xinhua General News Service,International,"Airstrikes by Afghan military forces killed 7 Taliban militants and wounded 5 others on January 7, 2018, in Dawlat Abad District, Faryab Province.",7
CON1979557,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Faryab,Pashtun Kot,0,Pashtun Kot,35.9202,64.7809,2,BBC Monitoring; Noor TV,Subnational-national,"Afghan forces' airstrikes targeted suspected Taliban militants in Dawlat Abad and Pashtun Kot Districts, Faryab Province, and Khan Abad District, Kunduz Province, as reported on January 7, 2018. 10 militants were killed (7 in Dawlat Abad and 2 in Khan Abad coded separately) and 9 others wounded. 1 remaining fatality coded in Pashtun Kot district.",1
CON1364446,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Urozgan,Shahidi Hassas,0,Shahidi Hassas,32.928,65.4813,2,BBC Monitoring; Paiwastoon Ghag,Subnational-national,"Local officials blamed the Taliban for a landmine that killed 2 government soldiers on the night of January 8, 2018, in Shahidi Hassas District, Urozgan Province.",2
CON1364447,2018 January,6,Remote violence,Military Forces of Pakistan (2008-),0,Civilians (Afghanistan),0,7,78,Southern Asia,Afghanistan,Kunar,Sirkanay,0,Sirkanay,34.7896,71.1097,2,Bakhtar News Agency,National,"Pakistani military forces fired rockets onto various parts of Shonkari village, Sirkanay District, Kunar Province, killing 1 civilian and wounding 8 others on the night of January 8, 2018. Dozens of families were forced to leave their houses.",1
CON1979548,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Ghazni,Waghaz,0,Waghaz,33.4091,68.212,2,Xinhua General News Service,International,"Air raids by Afghan Air Forces targeted Taliban hideouts in Waghaz District, Ghazni Province, on January 8, 2018. 13 militants were killed and 7 others arrested. A vehicle, motorbikes, and ammunition were also destroyed.",13
CON1979549,2018 January,6,Remote violence,Afghan and/or NATO Forces,0,Taliban,0,2,12,Southern Asia,Afghanistan,Farah,Khak-e Safid,0,Khak-e Safid,32.6542,62.1043,2,BBC Monitoring; Noor TV; Khaama Press,Subnational-national,"Airstrikes by either Afghan and/or NATO forces in Khak-e Safid District, Farah Province, killed 21 suspected Taliban militants, including 7 Pakistani nationals, reported on January 10, 2018 as ""recent"" (coded over the previous few days).",21
CON1364245,2018 January,6,Remote violence,Taliban and/or Islamic State (Afghanistan),0,NATO: North Atlantic Treaty Organization,0,8,28,Southern Asia,Afghanistan,Kandahar,Daman,0,Daman,31.8787,66.1763,2,BBC Monitoring; Afghan Islamic Press,National,"An unclaimed blast (suspected to be Taliban and/or IS) targeted a NATO convoy in Daman District, Kandahar Province, as reported on January 9, 2018. The NATO troops were unharmed.",0
CON1979519,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,0,Taliban,0,2,28,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Afghanistan Television,National,"NATO airstrikes killed 23 Taliban militants in Tarinkot City, as reported on January 9, 2018.",23
CON2319182,2018 January,6,Remote violence,Unidentified Armed Group (Afghanistan),0,Civilians (Afghanistan),Lawyers (Afghanistan),7,37,Southern Asia,Afghanistan,Laghman,Mehtar Lam,0,Mehtar Lam,34.6714,70.2094,1,Bakhtar News Agency,National,"An unidentified assailant planted a bomb on the car carrying a women's attorney in Mehtar Lam City on January 9, 2018. The lawyer was killed and 2 others were injured.",1
CON1364254,2018 January,6,Remote violence,Unidentified Armed Group (Afghanistan),0,Civilians (Afghanistan),0,7,37,Southern Asia,Afghanistan,Laghman,Alingar,0,Shahi,34.9168,70.0952,2,BBC Monitoring; Paiwastoon Ghag,Subnational-national,"A landmine explosion injured 5 children in Alingar District, Laghman Province, as reported on January 9, 2018.",0
CON1363953,2018 January,6,Remote violence,Taliban,0,Civilians (Afghanistan),0,7,27,Southern Asia,Afghanistan,Nangarhar,Khogyani,0,Kaga,34.2409,70.1827,2,Khaama Press,Subnational,"An IED supposedly planted by Taliban militants detonated in the Aabko area of Khogyani District, Nangarhar Province, on January 10, 2018, killing a 4-year-old girl.",1
CON1979471,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Kunar,Chawkay,0,Chawkay,34.6925,70.9264,2,Khaama Press,Subnational,"Airstrikes by the Afghan Air Force targeted IS militants in Chawkay District, Kunar Province, as reported on January 11, 2018. 3 IS militants were killed and some of their weapons destroyed.",3
CON1979472,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-) Special Forces,0,Taliban,0,2,12,Southern Asia,Afghanistan,Helmand,Musa Qala,0,Musa Qala,32.4457,64.7449,2,BBC Monitoring; Negah TV; National Afghanistan TV; Pajhwok Afghan News,Subnational-national,"Airstrikes by Afghan Special Forces resulted in the deaths of 4 Taliban militants, the arrest of 2 others, and the destruction of a weapons depot in the Musa Qala District of Helmand Province on January 11, 2018.",4
CON1363740,2018 January,6,Remote violence,Military Forces of Pakistan (2008-),0,0,0,0,80,Southern Asia,Afghanistan,Kunar,Asadabad,0,Asadabad,34.8731,71.147,3,Bakhtar News Agency,National,"Pakistani military forces fired rockets onto various parts of Nuristan and Kunar Provinces over 24 hours, as reported on January 11, 2018. There were no reported civilian casualties, but officials feared financial damage.",0
CON1979473,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,0,Taliban,0,2,28,Southern Asia,Afghanistan,Faryab,Dawlat Abad,0,Bazar Qalah,36.3668,64.8988,1,BBC Monitoring; Noor TV; Pajhwok Afghan News,Subnational-national,"NATO airstrikes targeted Taliban militants in the Kocha-Qala, Bazar Qal'ah, and Top Khanah Qal'ah areas of Dawlat Abad District, Faryab Province, as reported on January 11, 2018. 22-25 militants, including 3 commanders, were killed (coded across 3 events) and 25 motorbikes were destroyed. The Taliban denied these reports, saying only 2 fighters were injured.",8
CON1363742,2018 January,6,Remote violence,Military Forces of Pakistan (2008-),0,0,0,0,80,Southern Asia,Afghanistan,Nuristan,Parun,0,Parun,35.4206,70.9226,3,Bakhtar News Agency,National,"Pakistani military forces fired rockets onto various parts of Nuristan and Kunar Provinces over 24 hours, as reported on January 11, 2018. There were no reported civilian casualties, but officials feared financial damage.",0
CON1979474,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,0,Taliban,0,2,28,Southern Asia,Afghanistan,Faryab,Dawlat Abad,0,Dawlat Abad,36.4326,64.9207,2,BBC Monitoring; Noor TV; Pajhwok Afghan News,Subnational-national,"NATO airstrikes targeted Taliban militants in the Kocha-Qala, Bazar Qal'ah, and Top Khanah Qal'ah areas of Dawlat Abad District, Faryab Province, as reported on January 11, 2018. 22-25 militants, including 3 commanders, were killed (coded across 3 events) and 25 motorbikes were destroyed. The Taliban denied these reports, saying only 2 fighters were injured.",7
CON1979475,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban,0,2,12,Southern Asia,Afghanistan,Laghman,Alingar,0,Shahi,34.9168,70.0952,2,BBC Monitoring; Sharq TV; Pajhwok Afghan News,Subnational-national,"Airstrikes by the Afghan Air Force targeted Taliban safe havens in the Haidar Ghar area of Alingar District, Laghman Province, on the evening of January 11, 2018. 4 Taliban were killed, 2 wounded, and weapons destroyed.",4
CON1979480,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,Military Forces of United States,Achin Communal Militia (Afghanistan),0,4,48,Southern Asia,Afghanistan,Nangarhar,Achin,0,Mohmand,34.045,70.604,2,BBC Monitoring; Afghan Islamic Press; Voice of Jihad; Pajhwok Afghan News; Associated Press,Subnational-international,"US NATO forces conducted air raids on the base of a local militia in the Mohmand area of Achin District, Nangarhar Province, after some of the militiamen (reportedly Taliban infilitration) had attacked their forces earlier. 10-15 of the militiamen, described to be anti-Taliban and pro-government (or potentially double agents for militant groups), were killed. The Taliban reported that the US airstrikes had killed 25 civilians. Others reported these as ALP forces.",10
CON1363734,2018 January,6,Remote violence,Taliban,0,Military Forces of Afghanistan (2004-),0,1,12,Southern Asia,Afghanistan,Ghazni,Qarabagh,0,Qarabagh,33.198,68.108,2,BBC Monitoring; Voice of Jihad,Other-national,"A Taliban-planted mine targeted Afghan military forces in the Lalizi area of Qarabagh District, Ghazni Province, on the night of January 11, 2018. 5 soldiers were killed and 7 others injured.",5
CON1979481,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,0,Taliban,0,2,28,Southern Asia,Afghanistan,Faryab,Dawlat Abad,0,Top Khanah Qalah,36.3789,64.9151,1,BBC Monitoring; Noor TV; Pajhwok Afghan News,Subnational-national,"NATO airstrikes targeted Taliban militants in the Kocha-Qala, Bazar Qal'ah, and Top Khanah Qal'ah areas of Dawlat Abad District, Faryab Province, as reported on January 11, 2018. 22-25 militants, including 3 commanders, were killed (coded across 3 events) and 25 motorbikes were destroyed. The Taliban denied these reports, saying only 2 fighters were injured.",7
CON1979482,2018 January,6,Remote violence,Military Forces of Afghanistan (2004-),0,Taliban and/or Islamic State (Afghanistan),0,2,12,Southern Asia,Afghanistan,Helmand,Khanashin,0,Khanashin,30.558,63.781,2,BBC Monitoring; Helmand Local Radio,Subnational-national,"Afghan air forces' strikes killed 4 Taliban and/or IS militants and destroyed their vehicles in Khanashin District, Helmand Province, as reported on January 11, 2018.",4
CON1979463,2018 January,6,Remote violence,NATO: North Atlantic Treaty Organization,Military Forces of United States,Taliban,0,2,28,Southern Asia,Afghanistan,Urozgan,Tarinkot,0,Tarinkot,32.6268,65.8733,1,BBC Monitoring; Paiwastoon Ghag,Subnational-national,"US NATO drone strikes killed 3 Taliban militants in Tarinkot city on the night of January 12, 2018.",3
